,Longitude (x),Latitude (y),Station Name,Date/Time,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Extreme_Weather_Condition
260,-137.58,60.77,0,1960-09-17,12.8,-7.2,2.8,0.0,0.0,0.0,Normal
261,-137.58,60.77,0,1960-09-18,7.2,-6.7,0.3,0.0,0.0,0.0,Normal
262,-137.58,60.77,0,1960-09-19,10.0,-4.4,2.8,0.0,0.0,0.0,Normal
263,-137.58,60.77,0,1960-09-20,12.8,-5.0,3.9,0.0,0.0,0.0,Normal
264,-137.58,60.77,0,1960-09-21,11.1,1.7,6.4,1.0,0.0,1.0,Normal
265,-137.58,60.77,0,1960-09-22,10.0,3.9,7.0,0.0,0.0,0.0,Normal
266,-137.58,60.77,0,1960-09-23,11.1,-1.7,4.7,0.0,0.0,0.0,Normal
267,-137.58,60.77,0,1960-09-24,11.7,-3.3,4.2,0.0,0.0,0.0,Normal
268,-137.58,60.77,0,1960-09-25,11.1,-3.9,3.6,0.0,0.0,0.0,Normal
269,-137.58,60.77,0,1960-09-26,11.7,-8.9,1.4,0.0,0.0,0.0,Normal
270,-137.58,60.77,0,1960-09-27,11.1,-6.1,2.5,0.0,0.0,0.0,Normal
271,-137.58,60.77,0,1960-09-28,17.2,-2.8,7.2,0.0,0.0,0.0,Normal
